Type  Num0  Pred  Prob
Pion  1.000000  1.000000  0.988540
Muon  0.000000  0.000000  0.865559
Pion  1.000000  1.000000  0.991281
Pion  1.000000  0.000000  0.950128
Pion  1.000000  1.000000  0.994476
Muon  0.000000  0.000000  0.962729
Pion  1.000000  1.000000  0.819549
Muon  0.000000  0.000000  0.825889
Pion  1.000000  1.000000  0.640960
Muon  0.000000  0.000000  0.946728
Muon  0.000000  0.000000  0.748109
Pion  1.000000  1.000000  0.991916
Muon  0.000000  0.000000  0.938987
Pion  1.000000  0.000000  0.887192
Pion  1.000000  1.000000  0.999529
Pion  1.000000  1.000000  0.988513
Pion  1.000000  1.000000  0.983738
Pion  1.000000  1.000000  0.910286
Muon  0.000000  0.000000  0.952433
Pion  1.000000  1.000000  0.999848
Pion  1.000000  1.000000  0.998115
Pion  1.000000  1.000000  0.999910
Pion  1.000000  1.000000  0.993558
Pion  1.000000  1.000000  0.982387
Muon  0.000000  0.000000  0.948119
Pion  1.000000  1.000000  0.999200
Muon  0.000000  0.000000  0.873555
Pion  1.000000  0.000000  0.686071
Pion  1.000000  1.000000  0.995418
Pion  1.000000  1.000000  0.999977
Muon  0.000000  0.000000  0.769341
Muon  0.000000  0.000000  0.924157
Pion  1.000000  1.000000  0.999119
Muon  0.000000  0.000000  0.805635
Muon  0.000000  0.000000  0.812109
Muon  0.000000  0.000000  0.868333
Muon  0.000000  0.000000  0.713066
Muon  0.000000  1.000000  0.531384
Pion  1.000000  1.000000  0.999887
Muon  0.000000  0.000000  0.805016
Pion  1.000000  1.000000  0.894239
Pion  1.000000  0.000000  0.784693
Pion  1.000000  1.000000  0.994053
Muon  0.000000  0.000000  0.754123
Pion  1.000000  1.000000  0.988047
Pion  1.000000  1.000000  0.999260
Muon  0.000000  0.000000  0.920613
Pion  1.000000  1.000000  0.999866
Muon  0.000000  0.000000  0.811961
Muon  0.000000  0.000000  0.742372
Muon  0.000000  0.000000  0.688055
Pion  1.000000  1.000000  0.999923
Muon  0.000000  0.000000  0.780865
Pion  1.000000  1.000000  0.687190
Muon  0.000000  0.000000  0.716434
Muon  0.000000  0.000000  0.857001
Pion  1.000000  0.000000  0.834364
Muon  0.000000  0.000000  0.850778
Muon  0.000000  0.000000  0.959233
Muon  0.000000  0.000000  0.895847
Pion  1.000000  1.000000  0.993239
Muon  0.000000  0.000000  0.729408
Pion  1.000000  1.000000  0.919991
Pion  1.000000  1.000000  0.667576
Muon  0.000000  0.000000  0.912582
Muon  0.000000  0.000000  0.837507
Muon  0.000000  0.000000  0.821345
Pion  1.000000  1.000000  0.998864
Pion  1.000000  0.000000  0.763579
Muon  0.000000  0.000000  0.923067
Muon  0.000000  0.000000  0.966403
Pion  1.000000  1.000000  0.997772
Muon  0.000000  0.000000  0.943580
Pion  1.000000  1.000000  0.999647
Muon  0.000000  0.000000  0.945992
Muon  0.000000  0.000000  0.777678
Muon  0.000000  0.000000  0.792308
Muon  0.000000  0.000000  0.733945
Muon  0.000000  0.000000  0.707496
Pion  1.000000  1.000000  0.996717
Muon  0.000000  0.000000  0.783560
Muon  0.000000  0.000000  0.948322
Muon  0.000000  0.000000  0.956421
Muon  0.000000  0.000000  0.926463
Pion  1.000000  1.000000  0.999151
Muon  0.000000  0.000000  0.847405
Muon  0.000000  0.000000  0.957148
Muon  0.000000  0.000000  0.944567
Muon  0.000000  0.000000  0.607592
Pion  1.000000  1.000000  0.603013
Pion  1.000000  1.000000  0.999674
Pion  1.000000  1.000000  0.999959
Muon  0.000000  0.000000  0.949407
Pion  1.000000  0.000000  0.672735
Muon  0.000000  1.000000  0.535697
Muon  0.000000  0.000000  0.939338
Muon  0.000000  0.000000  0.904112
Muon  0.000000  0.000000  0.921177
Muon  0.000000  0.000000  0.793849
Pion  1.000000  1.000000  0.819172
Pion  1.000000  1.000000  0.999909
Pion  1.000000  0.000000  0.680021
Pion  1.000000  1.000000  0.941179
Muon  0.000000  0.000000  0.797570
Muon  0.000000  0.000000  0.930802
Pion  1.000000  1.000000  0.962891
Muon  0.000000  0.000000  0.924021
Muon  0.000000  0.000000  0.951768
Pion  1.000000  1.000000  0.919199
Pion  1.000000  1.000000  0.942174
Pion  1.000000  1.000000  0.999481
Pion  1.000000  1.000000  0.798792
Muon  0.000000  0.000000  0.868067
Pion  1.000000  1.000000  0.521964
Pion  1.000000  0.000000  0.557113
Pion  1.000000  1.000000  0.994576
Muon  0.000000  0.000000  0.894285
Pion  1.000000  0.000000  0.676951
Pion  1.000000  1.000000  0.887443
Pion  1.000000  1.000000  0.998443
Muon  0.000000  1.000000  0.581898
Muon  0.000000  0.000000  0.934644
Muon  0.000000  1.000000  0.666989
Muon  0.000000  0.000000  0.847378
Pion  1.000000  1.000000  0.992200
Muon  0.000000  0.000000  0.963426
Muon  0.000000  0.000000  0.866884
Muon  0.000000  0.000000  0.824675
Pion  1.000000  1.000000  0.999566
Muon  0.000000  0.000000  0.825297
Pion  1.000000  0.000000  0.773654
Muon  0.000000  1.000000  0.642777
Muon  0.000000  0.000000  0.844368
Muon  0.000000  0.000000  0.731699
Muon  0.000000  0.000000  0.944652
Pion  1.000000  1.000000  0.988683
Muon  0.000000  0.000000  0.940977
Muon  0.000000  1.000000  0.535198
Pion  1.000000  1.000000  0.997477
Pion  1.000000  1.000000  0.999966
Pion  1.000000  1.000000  0.999299
Pion  1.000000  1.000000  0.999917
Muon  0.000000  1.000000  0.672449
Pion  1.000000  1.000000  0.993152
Muon  0.000000  0.000000  0.774583
Muon  0.000000  0.000000  0.756122
Pion  1.000000  1.000000  0.998218
Pion  1.000000  1.000000  0.999543
Muon  0.000000  0.000000  0.869025
Pion  1.000000  1.000000  0.989123
Pion  1.000000  0.000000  0.801250
Pion  1.000000  0.000000  0.765560
Pion  1.000000  0.000000  0.835514
Pion  1.000000  1.000000  0.987794
Pion  1.000000  1.000000  0.999987
Pion  1.000000  1.000000  0.806262
Muon  0.000000  0.000000  0.881542
Muon  0.000000  0.000000  0.857656
Muon  0.000000  0.000000  0.958828
Muon  0.000000  0.000000  0.722051
Muon  0.000000  0.000000  0.695536
Pion  1.000000  1.000000  0.999206
Muon  0.000000  0.000000  0.734564
Pion  1.000000  1.000000  0.999991
Muon  0.000000  0.000000  0.955456
Muon  0.000000  0.000000  0.565504
Muon  0.000000  0.000000  0.900622
Muon  0.000000  0.000000  0.832853
Pion  1.000000  1.000000  0.681120
Muon  0.000000  0.000000  0.845734
Pion  1.000000  1.000000  0.998490
Muon  0.000000  0.000000  0.958746
Pion  1.000000  1.000000  0.999977
Pion  1.000000  1.000000  0.624783
Muon  0.000000  0.000000  0.700722
Pion  1.000000  1.000000  0.999945
Pion  1.000000  0.000000  0.699991
Muon  0.000000  0.000000  0.820580
Pion  1.000000  1.000000  0.503530
Pion  1.000000  1.000000  0.999756
Pion  1.000000  1.000000  0.999160
Muon  0.000000  0.000000  0.689344
Pion  1.000000  1.000000  0.999980
Pion  1.000000  0.000000  0.762869
Pion  1.000000  1.000000  0.978102
Muon  0.000000  0.000000  0.797985
Muon  0.000000  0.000000  0.867107
Muon  0.000000  0.000000  0.794778
Muon  0.000000  0.000000  0.942355
Pion  1.000000  0.000000  0.758707
Muon  0.000000  0.000000  0.902561
Muon  0.000000  0.000000  0.962852
Muon  0.000000  0.000000  0.701382
Pion  1.000000  1.000000  0.998021
Muon  0.000000  0.000000  0.686822
Pion  1.000000  0.000000  0.529193
Pion  1.000000  0.000000  0.693715
Pion  1.000000  0.000000  0.829887
Pion  1.000000  0.000000  0.709224
Pion  1.000000  1.000000  0.998581
Muon  0.000000  0.000000  0.936460
Muon  0.000000  0.000000  0.949817
Muon  0.000000  0.000000  0.701356
Muon  0.000000  1.000000  0.872503
Muon  0.000000  0.000000  0.793131
Pion  1.000000  1.000000  0.991490
Muon  0.000000  0.000000  0.944194
Muon  0.000000  0.000000  0.745827
Muon  0.000000  0.000000  0.818094
Muon  0.000000  0.000000  0.776737
Pion  1.000000  1.000000  0.998411
Pion  1.000000  1.000000  0.975917
Muon  0.000000  0.000000  0.636747
Muon  0.000000  0.000000  0.884911
Pion  1.000000  1.000000  0.986226
Muon  0.000000  0.000000  0.959393
Pion  1.000000  0.000000  0.812463
Muon  0.000000  0.000000  0.943200
Muon  0.000000  0.000000  0.885158
Muon  0.000000  0.000000  0.940061
Muon  0.000000  0.000000  0.958556
Pion  1.000000  1.000000  0.682576
Muon  0.000000  0.000000  0.851774
Muon  0.000000  0.000000  0.746196
Pion  1.000000  1.000000  0.832610
Pion  1.000000  0.000000  0.725216
Muon  0.000000  0.000000  0.888031
Pion  1.000000  1.000000  0.999949
Muon  0.000000  0.000000  0.833307
Pion  1.000000  1.000000  0.889675
Pion  1.000000  0.000000  0.718273
Pion  1.000000  0.000000  0.899096
Muon  0.000000  0.000000  0.923183
Muon  0.000000  0.000000  0.965107
Muon  0.000000  0.000000  0.933755
Pion  1.000000  1.000000  0.999720
Muon  0.000000  0.000000  0.945202
Pion  1.000000  1.000000  0.998379
Pion  1.000000  1.000000  0.995357
Pion  1.000000  1.000000  0.996950
Muon  0.000000  0.000000  0.944334
Muon  0.000000  0.000000  0.922328
Muon  0.000000  0.000000  0.937385
Muon  0.000000  1.000000  0.707452
Muon  0.000000  0.000000  0.870437
Pion  1.000000  1.000000  0.999792
Pion  1.000000  1.000000  0.974988
Muon  0.000000  0.000000  0.798519
Pion  1.000000  1.000000  0.978470
Pion  1.000000  1.000000  0.935124
Pion  1.000000  0.000000  0.611549
Muon  0.000000  0.000000  0.787477
Muon  0.000000  0.000000  0.922725
Muon  0.000000  0.000000  0.835763
Muon  0.000000  0.000000  0.871875
Muon  0.000000  0.000000  0.719615
Pion  1.000000  1.000000  0.999594
Muon  0.000000  0.000000  0.953645
Muon  0.000000  0.000000  0.923710
Pion  1.000000  1.000000  0.999490
Pion  1.000000  1.000000  0.999806
Pion  1.000000  1.000000  0.913965
Pion  1.000000  1.000000  0.971884
Muon  0.000000  1.000000  0.985616
Pion  1.000000  1.000000  0.996646
Pion  1.000000  1.000000  0.974727
Muon  0.000000  0.000000  0.798497
Pion  1.000000  1.000000  0.999873
Muon  0.000000  0.000000  0.852154
Pion  1.000000  1.000000  0.675208
Pion  1.000000  1.000000  0.999894
Pion  1.000000  1.000000  0.999516
Muon  0.000000  0.000000  0.708376
Pion  1.000000  0.000000  0.594914
Pion  1.000000  1.000000  0.999670
Pion  1.000000  1.000000  0.992199
Pion  1.000000  1.000000  0.564848
Muon  0.000000  0.000000  0.727067
Muon  0.000000  0.000000  0.906001
Muon  0.000000  0.000000  0.796041
Pion  1.000000  1.000000  0.999716
Muon  0.000000  0.000000  0.754948
Muon  0.000000  1.000000  0.705797
Pion  1.000000  1.000000  0.863135
Muon  0.000000  0.000000  0.917738
Muon  0.000000  0.000000  0.789504
Muon  0.000000  0.000000  0.844362
Pion  1.000000  1.000000  0.582306
Muon  0.000000  0.000000  0.959077
Muon  0.000000  0.000000  0.808162
Pion  1.000000  1.000000  0.949237
Pion  1.000000  1.000000  0.984779
Muon  0.000000  0.000000  0.940036
Pion  1.000000  1.000000  0.840058
Muon  0.000000  0.000000  0.724485
Muon  0.000000  0.000000  0.808637
Muon  0.000000  0.000000  0.916337
Pion  1.000000  1.000000  0.999520
Muon  0.000000  1.000000  0.586162
Pion  1.000000  1.000000  0.998183
Muon  0.000000  0.000000  0.791222
Muon  0.000000  0.000000  0.960910
Pion  1.000000  1.000000  0.999925
Muon  0.000000  0.000000  0.869025
Pion  1.000000  1.000000  0.900545
Muon  0.000000  0.000000  0.702658
Muon  0.000000  0.000000  0.820851
Muon  0.000000  0.000000  0.951690
Pion  1.000000  0.000000  0.814959
Pion  1.000000  1.000000  0.999969
Pion  1.000000  1.000000  0.998624
Muon  0.000000  1.000000  0.697573
Pion  1.000000  1.000000  0.998740
Pion  1.000000  0.000000  0.750440
Pion  1.000000  1.000000  0.555684
Muon  0.000000  0.000000  0.961388
Pion  1.000000  0.000000  0.932521
Pion  1.000000  1.000000  0.626558
Pion  1.000000  1.000000  0.995548
Pion  1.000000  1.000000  0.974798
Pion  1.000000  1.000000  0.979613
Muon  0.000000  0.000000  0.960164
Pion  1.000000  1.000000  0.964490
Pion  1.000000  1.000000  0.570393
Pion  1.000000  1.000000  0.832185
Muon  0.000000  0.000000  0.789363
Pion  1.000000  1.000000  0.999240
Pion  1.000000  1.000000  0.999861
Muon  0.000000  0.000000  0.961269
Muon  0.000000  0.000000  0.581899
Pion  1.000000  1.000000  0.866728
Pion  1.000000  1.000000  0.978979
Muon  0.000000  0.000000  0.725108
Muon  0.000000  0.000000  0.928534
Muon  0.000000  0.000000  0.876130
Muon  0.000000  0.000000  0.954736
Pion  1.000000  1.000000  0.935400
Pion  1.000000  1.000000  0.994918
Pion  1.000000  1.000000  0.999768
Pion  1.000000  1.000000  0.999554
Pion  1.000000  1.000000  0.827488
Pion  1.000000  1.000000  0.997204
Muon  0.000000  0.000000  0.924750
Pion  1.000000  0.000000  0.844354
Pion  1.000000  1.000000  0.999967
Muon  0.000000  0.000000  0.944598
Muon  0.000000  0.000000  0.801692
Muon  0.000000  0.000000  0.897061
Muon  0.000000  0.000000  0.787779
Muon  0.000000  0.000000  0.959732
Muon  0.000000  0.000000  0.723885
Muon  0.000000  0.000000  0.787303
Muon  0.000000  0.000000  0.923743
Pion  1.000000  1.000000  0.561014
Pion  1.000000  1.000000  0.768262
Pion  1.000000  1.000000  0.942480
Muon  0.000000  0.000000  0.704139
Muon  0.000000  0.000000  0.938834
Pion  1.000000  1.000000  0.999728
Muon  0.000000  0.000000  0.805822
Pion  1.000000  1.000000  0.747890
Muon  0.000000  0.000000  0.867015
Pion  1.000000  0.000000  0.840695
Pion  1.000000  1.000000  0.992807
Muon  0.000000  0.000000  0.878963
Muon  0.000000  0.000000  0.850098
Pion  1.000000  1.000000  0.932803
Pion  1.000000  1.000000  0.927708
Muon  0.000000  0.000000  0.834413
Pion  1.000000  1.000000  0.998889
Pion  1.000000  0.000000  0.600828
Pion  1.000000  1.000000  0.999197
Pion  1.000000  1.000000  0.988248
Pion  1.000000  1.000000  0.999874
Pion  1.000000  0.000000  0.884863
Muon  0.000000  0.000000  0.925989
Muon  0.000000  0.000000  0.932675
Pion  1.000000  0.000000  0.831862
Pion  1.000000  1.000000  0.999949
Muon  0.000000  0.000000  0.783523
Muon  0.000000  0.000000  0.787069
Pion  1.000000  0.000000  0.672735
Pion  1.000000  1.000000  0.815237
Pion  1.000000  0.000000  0.905722
Muon  0.000000  0.000000  0.875333
Pion  1.000000  1.000000  0.531690
Pion  1.000000  1.000000  0.678903
Muon  0.000000  0.000000  0.777157
Muon  0.000000  0.000000  0.958663
Pion  1.000000  1.000000  0.685861
Muon  0.000000  0.000000  0.905400
Muon  0.000000  0.000000  0.956427
Muon  0.000000  0.000000  0.947157
Pion  1.000000  0.000000  0.513443
Muon  0.000000  0.000000  0.928245
Pion  1.000000  1.000000  0.965925
Pion  1.000000  1.000000  0.998271
Pion  1.000000  1.000000  0.999605
Pion  1.000000  0.000000  0.934261
Muon  0.000000  0.000000  0.786708
Muon  0.000000  0.000000  0.764831
Pion  1.000000  1.000000  0.995563
Muon  0.000000  1.000000  0.536473
Pion  1.000000  1.000000  0.999955
Pion  1.000000  1.000000  0.967570
Pion  1.000000  0.000000  0.779534
Muon  0.000000  0.000000  0.920055
Muon  0.000000  0.000000  0.750344
Muon  0.000000  0.000000  0.843315
Muon  0.000000  0.000000  0.943463
Muon  0.000000  0.000000  0.780092
Pion  1.000000  0.000000  0.879974
Pion  1.000000  1.000000  0.999736
Pion  1.000000  1.000000  0.938505
Pion  1.000000  1.000000  0.999941
Pion  1.000000  1.000000  0.999922
Muon  0.000000  0.000000  0.672735
Muon  0.000000  1.000000  0.933415
Pion  1.000000  1.000000  0.996899
Pion  1.000000  1.000000  0.994499
Muon  0.000000  0.000000  0.932291
Muon  0.000000  0.000000  0.953663
Pion  1.000000  0.000000  0.521006
Pion  1.000000  0.000000  0.956050
Muon  0.000000  0.000000  0.936682
Pion  1.000000  1.000000  0.993539
Pion  1.000000  1.000000  0.999201
Muon  0.000000  0.000000  0.697381
Pion  1.000000  1.000000  0.988874
Pion  1.000000  1.000000  0.668801
Muon  0.000000  0.000000  0.939604
Muon  0.000000  0.000000  0.830807
Muon  0.000000  0.000000  0.849064
Muon  0.000000  0.000000  0.878091
Muon  0.000000  0.000000  0.947392
Pion  1.000000  1.000000  0.984883
Pion  1.000000  1.000000  0.999030
Pion  1.000000  0.000000  0.788767
Muon  0.000000  0.000000  0.825940
Pion  1.000000  1.000000  0.999368
Muon  0.000000  0.000000  0.918641
Muon  0.000000  0.000000  0.938796
Muon  0.000000  0.000000  0.856644
Muon  0.000000  0.000000  0.684579
Muon  0.000000  0.000000  0.949888
Pion  1.000000  1.000000  0.916447
Pion  1.000000  1.000000  0.998211
Muon  0.000000  0.000000  0.949938
Muon  0.000000  0.000000  0.968089
Muon  0.000000  0.000000  0.729489
Muon  0.000000  0.000000  0.951804
Muon  0.000000  0.000000  0.774310
Muon  0.000000  0.000000  0.773164
Muon  0.000000  0.000000  0.791791
Muon  0.000000  0.000000  0.740430
Muon  0.000000  0.000000  0.945397
Muon  0.000000  0.000000  0.789895
Muon  0.000000  0.000000  0.750448
Muon  0.000000  0.000000  0.844953
Muon  0.000000  0.000000  0.949666
Pion  1.000000  0.000000  0.893366
Muon  0.000000  0.000000  0.605289
Pion  1.000000  0.000000  0.768732
Muon  0.000000  0.000000  0.917096
Muon  0.000000  0.000000  0.728684
Pion  1.000000  0.000000  0.751044
Pion  1.000000  1.000000  0.960955
Muon  0.000000  0.000000  0.958266
Muon  0.000000  0.000000  0.949129
Muon  0.000000  0.000000  0.953810
Muon  0.000000  0.000000  0.672735
Pion  1.000000  1.000000  0.699030
Muon  0.000000  0.000000  0.933465
Pion  1.000000  1.000000  0.998288
Muon  0.000000  0.000000  0.863933
Pion  1.000000  0.000000  0.834814
Pion  1.000000  1.000000  0.841744
Muon  0.000000  0.000000  0.742059
Pion  1.000000  0.000000  0.758184
Pion  1.000000  1.000000  0.984283
Pion  1.000000  1.000000  0.911308
Muon  0.000000  0.000000  0.904039
Pion  1.000000  1.000000  0.973998
Pion  1.000000  1.000000  0.996147
Muon  0.000000  0.000000  0.951259
Pion  1.000000  0.000000  0.728658
Pion  1.000000  1.000000  0.997108
Muon  0.000000  0.000000  0.822106
Pion  1.000000  1.000000  0.999359
Pion  1.000000  1.000000  0.999943
Pion  1.000000  1.000000  0.952784
Pion  1.000000  1.000000  0.681652
Pion  1.000000  1.000000  0.999956
Muon  0.000000  0.000000  0.940040
Muon  0.000000  0.000000  0.722904
Pion  1.000000  0.000000  0.544467
Pion  1.000000  1.000000  0.999921
Pion  1.000000  0.000000  0.752322
Muon  0.000000  0.000000  0.841072
Pion  1.000000  0.000000  0.734624
Pion  1.000000  1.000000  0.531335
Pion  1.000000  1.000000  0.885753
Muon  0.000000  0.000000  0.845595
Pion  1.000000  1.000000  0.999959
Pion  1.000000  1.000000  0.943678
Muon  0.000000  0.000000  0.747974
Pion  1.000000  0.000000  0.801429
Pion  1.000000  1.000000  0.741805
Pion  1.000000  0.000000  0.672735
Muon  0.000000  0.000000  0.742137
Muon  0.000000  0.000000  0.869127
Pion  1.000000  1.000000  0.999453
Muon  0.000000  0.000000  0.906354
Muon  0.000000  0.000000  0.777418
Pion  1.000000  1.000000  0.945886
Pion  1.000000  1.000000  0.997917
Muon  0.000000  0.000000  0.920203
Pion  1.000000  0.000000  0.561120
Muon  0.000000  0.000000  0.928507
Pion  1.000000  0.000000  0.794255
Pion  1.000000  1.000000  0.998116
Pion  1.000000  1.000000  0.999933
Muon  0.000000  0.000000  0.893993
Muon  0.000000  0.000000  0.820354
Pion  1.000000  0.000000  0.880655
Pion  1.000000  1.000000  0.778559
Muon  0.000000  0.000000  0.853122
Pion  1.000000  1.000000  0.989145
Muon  0.000000  0.000000  0.805071
Muon  0.000000  0.000000  0.753867
Pion  1.000000  1.000000  0.986008
Muon  0.000000  0.000000  0.672911
Pion  1.000000  1.000000  0.998509
Muon  0.000000  0.000000  0.844920
Muon  0.000000  0.000000  0.911877
Pion  1.000000  1.000000  0.999874
Muon  0.000000  0.000000  0.733414
Pion  1.000000  0.000000  0.755195
Pion  1.000000  1.000000  0.999998
Muon  0.000000  0.000000  0.736190
Muon  0.000000  0.000000  0.934343
Muon  0.000000  0.000000  0.740032
Pion  1.000000  0.000000  0.748776
Pion  1.000000  1.000000  0.996691
Muon  0.000000  0.000000  0.848687
Pion  1.000000  1.000000  0.617058
Muon  0.000000  0.000000  0.803309
Pion  1.000000  1.000000  0.974962
Muon  0.000000  0.000000  0.784586
Muon  0.000000  0.000000  0.747161
Pion  1.000000  1.000000  0.999624
Muon  0.000000  1.000000  0.744215
Pion  1.000000  1.000000  0.838625
Pion  1.000000  0.000000  0.717252
Muon  0.000000  0.000000  0.812043
Pion  1.000000  1.000000  0.699761
Pion  1.000000  1.000000  0.953442
Pion  1.000000  1.000000  0.999671
Pion  1.000000  1.000000  0.803949
Muon  0.000000  0.000000  0.955368
Pion  1.000000  1.000000  0.999576
Pion  1.000000  1.000000  0.984965
Pion  1.000000  1.000000  0.999186
Muon  0.000000  0.000000  0.908123
Muon  0.000000  0.000000  0.928803
Pion  1.000000  1.000000  0.997960
Muon  0.000000  0.000000  0.966790
Muon  0.000000  0.000000  0.760369
Pion  1.000000  1.000000  0.998541
Muon  0.000000  0.000000  0.771498
Muon  0.000000  0.000000  0.712859
Pion  1.000000  1.000000  0.615639
Muon  0.000000  0.000000  0.938425
Muon  0.000000  1.000000  0.906385
Muon  0.000000  0.000000  0.949869
Pion  1.000000  0.000000  0.832190
Muon  0.000000  0.000000  0.825859
Muon  0.000000  0.000000  0.952022
Pion  1.000000  1.000000  0.790183
Muon  0.000000  0.000000  0.765477
Pion  1.000000  1.000000  0.998593
Muon  0.000000  0.000000  0.787161
Muon  0.000000  1.000000  0.619406
Pion  1.000000  1.000000  0.993884
Muon  0.000000  1.000000  0.517155
Pion  1.000000  1.000000  0.993282
Muon  0.000000  0.000000  0.922233
Muon  0.000000  0.000000  0.933369
Muon  0.000000  0.000000  0.727179
Muon  0.000000  0.000000  0.949202
Muon  0.000000  0.000000  0.933626
Pion  1.000000  0.000000  0.931744
Muon  0.000000  0.000000  0.770784
Muon  0.000000  0.000000  0.959743
Muon  0.000000  0.000000  0.819211
Muon  0.000000  1.000000  0.954638
Pion  1.000000  1.000000  0.999075
Pion  1.000000  0.000000  0.744014
Muon  0.000000  0.000000  0.764766
Muon  0.000000  0.000000  0.870145
Muon  0.000000  0.000000  0.744844
Pion  1.000000  1.000000  0.998484
Pion  1.000000  1.000000  0.918225
Pion  1.000000  0.000000  0.714656
Muon  0.000000  0.000000  0.797689
Muon  0.000000  0.000000  0.762831
Muon  0.000000  0.000000  0.774398
Pion  1.000000  1.000000  0.989738
Muon  0.000000  0.000000  0.956733
Muon  0.000000  0.000000  0.789972
Muon  0.000000  0.000000  0.734788
Pion  1.000000  1.000000  0.999992
Pion  1.000000  1.000000  0.988598
Pion  1.000000  0.000000  0.553261
Muon  0.000000  0.000000  0.817619
Pion  1.000000  0.000000  0.707133
Pion  1.000000  0.000000  0.777297
Muon  0.000000  0.000000  0.860403
Pion  1.000000  1.000000  0.953028
Pion  1.000000  1.000000  0.661991
Pion  1.000000  1.000000  0.876342
Pion  1.000000  1.000000  0.787268
Muon  0.000000  0.000000  0.729540
Pion  1.000000  0.000000  0.915158
Pion  1.000000  1.000000  0.962538
Muon  0.000000  0.000000  0.757257
Muon  0.000000  0.000000  0.956288
Muon  0.000000  0.000000  0.952296
Muon  0.000000  0.000000  0.770074
Muon  0.000000  0.000000  0.857617
Pion  1.000000  1.000000  0.994290
Pion  1.000000  1.000000  0.999994
Muon  0.000000  0.000000  0.804574
Muon  0.000000  0.000000  0.727058
Muon  0.000000  0.000000  0.956574
Pion  1.000000  1.000000  0.997011
Pion  1.000000  1.000000  0.975443
Muon  0.000000  0.000000  0.937021
Muon  0.000000  0.000000  0.961953
Muon  0.000000  0.000000  0.948660
Pion  1.000000  1.000000  0.963467
Pion  1.000000  1.000000  0.999992
Muon  0.000000  0.000000  0.844738
Pion  1.000000  1.000000  0.739451
Muon  0.000000  0.000000  0.702100
Pion  1.000000  1.000000  0.991782
Muon  0.000000  0.000000  0.958940
Muon  0.000000  1.000000  0.682987
Muon  0.000000  1.000000  0.855475
Muon  0.000000  0.000000  0.739958
Pion  1.000000  1.000000  0.946914
Pion  1.000000  1.000000  0.986268
Muon  0.000000  1.000000  0.696512
Pion  1.000000  1.000000  0.997897
Muon  0.000000  0.000000  0.779177
Muon  0.000000  0.000000  0.625416
Pion  1.000000  1.000000  0.998556
Muon  0.000000  0.000000  0.929277
Muon  0.000000  0.000000  0.740931
Muon  0.000000  0.000000  0.813812
Muon  0.000000  0.000000  0.644821
Muon  0.000000  0.000000  0.748317
Pion  1.000000  1.000000  0.999970
Pion  1.000000  0.000000  0.855259
Muon  0.000000  0.000000  0.844448
Pion  1.000000  1.000000  0.686251
Muon  0.000000  0.000000  0.945698
Pion  1.000000  1.000000  0.893583
Pion  1.000000  1.000000  0.999747
Muon  0.000000  0.000000  0.813088
Muon  0.000000  0.000000  0.870188
Muon  0.000000  0.000000  0.853740
Muon  0.000000  0.000000  0.948216
Muon  0.000000  0.000000  0.743121
Muon  0.000000  0.000000  0.728915
Pion  1.000000  1.000000  0.999588
Pion  1.000000  1.000000  0.999891
Pion  1.000000  1.000000  0.998237
Muon  0.000000  0.000000  0.907244
Pion  1.000000  1.000000  0.999707
Muon  0.000000  0.000000  0.750359
Muon  0.000000  0.000000  0.963562
Pion  1.000000  1.000000  0.711473
Pion  1.000000  1.000000  0.999937
Pion  1.000000  1.000000  0.879471
Pion  1.000000  0.000000  0.822070
Muon  0.000000  0.000000  0.955857
Pion  1.000000  1.000000  0.990126
Pion  1.000000  1.000000  0.999888
Muon  0.000000  0.000000  0.767612
Muon  0.000000  0.000000  0.942922
Muon  0.000000  0.000000  0.937824
Muon  0.000000  0.000000  0.800287
Pion  1.000000  1.000000  0.999790
Pion  1.000000  1.000000  0.998204
Muon  0.000000  0.000000  0.940099
Pion  1.000000  1.000000  0.999976
Muon  0.000000  0.000000  0.865499
Muon  0.000000  0.000000  0.832224
Muon  0.000000  0.000000  0.951614
Muon  0.000000  0.000000  0.944503
Pion  1.000000  1.000000  0.988587
Muon  0.000000  0.000000  0.950642
Pion  1.000000  0.000000  0.897395
Pion  1.000000  1.000000  0.990051
Pion  1.000000  1.000000  0.986974
Pion  1.000000  1.000000  0.928264
Muon  0.000000  0.000000  0.925285
Pion  1.000000  1.000000  0.521870
Muon  0.000000  1.000000  0.606590
Muon  0.000000  0.000000  0.699152
Pion  1.000000  1.000000  0.993829
Muon  0.000000  0.000000  0.670243
Muon  0.000000  0.000000  0.960460
Pion  1.000000  1.000000  0.832534
Pion  1.000000  0.000000  0.794854
Pion  1.000000  1.000000  0.999038
Pion  1.000000  1.000000  0.995395
Muon  0.000000  0.000000  0.946993
Muon  0.000000  0.000000  0.920586
Muon  0.000000  0.000000  0.787858
Muon  0.000000  0.000000  0.930014
Muon  0.000000  0.000000  0.950404
Muon  0.000000  1.000000  0.538453
Muon  0.000000  0.000000  0.791370
Muon  0.000000  0.000000  0.954178
Pion  1.000000  0.000000  0.808775
Muon  0.000000  0.000000  0.924378
Pion  1.000000  1.000000  0.999802
Muon  0.000000  0.000000  0.837416
Pion  1.000000  0.000000  0.727952
Muon  0.000000  0.000000  0.809316
Muon  0.000000  0.000000  0.784251
Muon  0.000000  0.000000  0.953541
Muon  0.000000  1.000000  0.502529
Pion  1.000000  1.000000  0.646437
